loc,name,productcode,detail,price,stock
https://www.jcrew.com/p/boys/categories/shoes/boys-new-balance-327-sneakers/BK283,Boys' New Balance® 327 sneakers,BK283,"New Balance started making shoes in the U.S. over 75 years ago, and they're now famous for kicks that combine fashion and function. Because everyone loves a good throwback, this '70s-inspired pair comes in mini version just for him.Suede/nylon upper.Rubber outsole.Spot clean.Import.Online only.Item BK283.",$65.00,Yes
https://www.jcrew.com/p/boys/categories/shoes/dress-shoes/boys-sperry-boat-shoes-in-leather/AL043,Boys' Sperry® boat shoes in leather,AL043,"Sperry, the New England company that invented the boat shoe, continues to improve on the design it introduced in 1935. This kids' edition is made with hand-sewn moccasin construction and a pliable nonslip rubber sole.Leather upper.Rubber sole.Import.Select stores.Item AL043.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/flip-flops-and-sandals/kids-birkenstock-arizona-sandals/A3462,Kids' Birkenstock® Arizona sandals,A3462,"The German-based Birkenstock family has been making footwear for over 230 years, so they're pretty much pros at this point. These classic sandals are super-durable and crazy comfortable, thanks to shock-absorbing soles that mean kids can wear—and play in—them all day.Synthetic leather upper.EVA sole.Import.Online only.Item A3462.",$60.00,Yes
https://www.jcrew.com/p/boys/categories/shoes/flip-flops-and-sandals/kids-ombre-flip-flops/BH040,Kids' ombré flip-flops,BH040,"Colorful, comfy and perfect for warm-weather days and sunny getaways.Poly.Import.Select stores.Item BH040.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/flip-flops-and-sandals/kids-rainbow-flip-flops/83075,Kids' Rainbow® flip-flops,83075,"A staple for surfers, beachgoers and cool kids everywhere since 1974. Each and every sandal from this California-born flip-flop phenom is guaranteed for the life of the sole (which is essentially indestructible, so that's a really long time).Leather footbed.EVA sole.Sizes K9-K10 have heel strap.Import.Online only.Item 83075.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/flip-flops-and-sandals/kidsapos-havaianasreg-brazil-logo-flip-flops/BR618,Kids' Havaianas®  Brazil-logo flip-flops,BR618,"The pair that's been the flip-flop of choice for beachgoers big and small since 1962, updated with a special logo featuring the brand's famous national flag.Rubber.Spot clean.Import.Select stores.Item BR618.",$22.00,Yes
https://www.jcrew.com/p/boys/categories/shoes/laces/kids-glow-in-the-dark-macalister-laces/A5127,Kids' glow-in-the-dark MacAlister laces,A5127,"Add a pop of personality to their sneakers, boots and shoes. And yep, they really do glow in the dark. How cool is that?Cotton/nylon.Made in Italy.Item A5127.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/slippers/kids-faux-shearling-mocasin-in-wild-tiger/AF318,Kids' faux-shearling mocasin in wild tiger,AF318,Cozy faux-shearling lining makes the perfect contrast to the bold stripes and sharp teeth on these wild tiger moccasins.Wool fabric upper.Poly faux-shearling lining.Rubber sole.Spot clean.Import.Online only.Item AF318.,OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/slippers/kids-sherpa-critter-slippers/BJ103,Kids' sherpa critter slippers,BJ103,"A fun, fuzzy addition to every pj party...they'll love these sherpa-covered slippers, teeth and all.Poly upper and lining.Textile outsole.Import.Select stores.Item BJ103.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/slippers/lusso-cloudtrade-scenario-kidsapos-slip-ons/N7116,LUSSO CLOUD™ SCENARIO kids' slip-ons,N7116,"Product description provided by our selling partners.Think about the most comfortable you've ever been. Then think about being even more comfortable. That is our mission. That is comfort nirvana. The Scenario slip-on shoe for kids is water friendly - because messes happen. Lightweight and breathable, it has molded arch support and a textured interior to help prevent blisters. The flex-groove outsole has a unique tread pattern for traction on wet surfaces. Please note, our shoes are unisex and listed in Men's sizing. For Women's sizing, please add two sizes to the listed Men's size, i.e., Men's 8 = Women's 10.Recycled, man-made upper and sole.Spot clean.Import.Item N7116.",$45.00,Yes
https://www.jcrew.com/p/boys/categories/shoes/slippers/max-the-monstertm-boys-furry-slippers/F8564,Max the Monster™ boys' furry slippers,F8564,"We love Max the Monster! He's so terrifyingly cute, we put him everywhere...including on these extra-cozy furry slippers!Faux shearling upper.Man-made sole.Import.Select stores.Item F8564.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-adidas-superstartm-sneakers-in-navy/G1556,Kids' Adidas® Superstar™ sneakers in navy,G1556,"Named for its founder, Adolf ""Adi"" Dassler, Adidas has been making some of coolest kicks for sneakerheads of all ages for over 65 years. This style started out as a pro-basketball shoe and is now a streetwear staple—plus, it features classic details like full-grain leather and an authentic rubber toe cap.Mesh upper.Rubber toe, leather heel patch.Rubber sole.Import.Online only.Item G1556.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-court-sneakers-in-corduroy/BA154,Kids' court sneakers in corduroy,BA154,"Inspired by Dad's leather court sneakers, these cute, minimal sneakers are perfect for back-to-school and beyond. In navy corduroy, they go especially well with jeans and chinos. Plus, they're lined in cotton for extra comfort.Cotton/poly upper.Cotton lining.Spot clean.Import.Online only.Item BA154.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-new-balance-247-sneakers-with-no-tie-laces/L4637,Kids' New Balance® 24/7 sneakers with no-tie laces,L4637,"Awesome kicks with no-tie laces (meaning they look like regular sneakers but act like slip-ons) in a fresh color combo that goes with everything.Synthetic leather, mesh upper.Import.Select stores.Item L4637.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-new-balance-990v6-sneakers/BE992,Kids' New Balance® 990v6 sneakers,BE992,"Iconic sneakers, made mini. Meet the highly anticipated 990v6, shrunken down for little ones. These super-cushioned, comfy kicks are just what they need to rule the playground (and look good doing it). Fun fact: New Balance shoes have been beloved by sneakerheads old and young since 1906.Suede, textile upper.Synthetic rubber sole.Spot clean.Import.Select stores.Item BE992.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-new-balance-for-crewcuts-fresh-foam-fast-sneakers/M0247,Kids' New Balance® for crewcuts Fresh Foam Fast sneakers,M0247,"Created in collaboration with the sneaker experts at New Balance—supercushioned, comfy kicks with an alternative easy-on, easy-off closure (meaning they're so much easier than laces), in colors you can only find here. Fun fact: New Balance shoes have been beloved by sneakerheads old and young since 1906.Synthetic/mesh upper.Rubber sole.Alternative closure.Spot clean.Import.Select stores.Item M0247.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-new-balance-for-crewcuts-navy-fresh-foam-roav-sneakers-in-larger-sizes/M0581,Kids' New Balance® for crewcuts navy Fresh Foam Roav sneakers in larger sizes,M0581,"Created in collaboration with the sneaker experts at New Balance—supercushioned, comfy kicks in cool colors you can only find here. Fun fact: New Balance shoes have been beloved by sneakerheads old and young since 1906.Breathable mesh/synthetic upper.Spot clean.Import.Select stores.Item M0581.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-new-balance-for-crewcuts-navy-fresh-foam-roav-sneakers-in-smaller-sizes/M0520,Kids' New Balance® for crewcuts navy Fresh Foam Roav sneakers in smaller sizes,M0520,"Created in collaboration with the sneaker experts at New Balance—supercushioned, comfy kicks in cool colors you can only find here. Fun fact: New Balance shoes have been beloved by sneakerheads old and young since 1906.Breathable mesh/synthetic upper.Sizes K8-K10 have no-tie laces; sizes K11-K3 have standard laces.Spot clean.Import.Select stores.Item M0520.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kids-vans-old-skool-velcro-sneakers-in-chambray/L1081,Kids' Vans® Old Skool Velcro® sneakers in chambray,L1081,"This new version of the iconic skate sneaker, from the brand that has defined Southern California's streetwear culture for decades, is made in chambray with easy Velcro closures. Rad!Canvas/leather upper.Import.Online only.Item L1081.",OUT OF STOCK,No
https://www.jcrew.com/p/boys/categories/shoes/sneakers/kidsa-reebokreg-club-c-sneakers/BO770,Kidsâ Reebok® Club C sneakers,BO770,"Reebok traces its roots back to 1895 in Lancashire, England, which is why you can spot a Union Jack in the logo for their line of classic apparel. This (mini!) retro sneaker features a smooth leather upper with a subtle, green window-box logo. Based on a throwback court-shoe style, these are designed for everyday wear with a molded sockliner and durable rubber outsole, just like Dad's!Leather/man-made upper.Rubber sole.Spot clean.Import.Select stores.Item BO770.",$60.00,Yes
https://www.jcrew.com/p/boys/features/brands-we-love/shoes/elephantitotm-toddler-alex-driver-loafers/M4470,Elephantito™ toddler Alex driver loafers,M4470,"Product description provided by our selling partners.The Alex Driver is a two-in-one kind of deal. The sporty comfort of driving shoes and the polished chic of penny loafers finally meet, all thanks to a rubber-pebbled sole and a timeless, diamond-shaped cutout on the upper. Natural, livable leather, contrasting stitching and soft, breathable insoles provide extra bragging rights. Versatile shoes for the little boy who does it all! All Elephantito shoes are handmade with natural materials, giving a one-of-a-kind feeling to their designs. Import. Product description provided by our selling partners.Full-grain leather upper.Hand-sewn stitching.Lightly padded leather insole.Slip-resistant, split rubber sole.Slip-on construction.Moisture-absorbent lining.Item M4470.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/girls-backpack-with-rainbow-flip-sequins/AP732,Girls' backpack with rainbow flip sequins,AP732,"With gold straps and rainbow flip sequins that change color with the swipe of a hand, this backpack will make packing up for school way more fun.Poly.Inside folder pocket with elastic edge.Side water bottle pocket.Spot clean.Import.Item AP732.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/girls-beaded-lemon-slice-bag/AN821,Girls' beaded lemon slice bag,AN821,When life gives her lemons...She'll reach for this cute citrus slice beaded bag that's just the right size for her most precious necessities.Acrylic.Spot clean.Import.This item is not a toy and is not intended for use by children under three years of age.Item AN821.,OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/girls-hat-shaped-drawstring-backpack/J7464,Girls' hat-shaped drawstring backpack,J7464,"This lightweight bag, shaped like a witch's hat, is just the thing for collecting Halloween candy...or for carrying her everyday essentials to school and back.Nylon.Drawstring.Import.Item J7464.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/girls-shake-up-sequin-heart-bag/AS238,Girls' shake-up sequin heart bag,AS238,A heart-shaped bag with a window full of sequins that move when she moves? What could be more fun than that!Thermoplastic polyurethane.Spot clean.Import.Item AS238.,OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/kids-backpack-in-floral/AZ286,Kids' backpack in floral,AZ286,"For back-to-school or back-to-back sports practice and playdates, this floral backpack has tons of pockets for keeping everything organized, like tablets, water bottles, notebooks and other school supplies. The best part? It's monogrammable too.Cotton.Adjustable strap.Laptop, water bottle and and front pockets.Spot clean.Import.Item AZ286.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/kids-state-bags-logan-suitcase/M7900,Kids' STATE Bags Logan suitcase,M7900,"Product description provided by our selling partners.These packs do good: For every bag this Brooklyn-based label sells, they donate another to a local child in need (aka #givebackpack). Each one is refreshingly simple and crafted from premium materials. Featuring their best-selling prints and colors, this bag is perfect for short trips and long weekends. Designed with traveling families in mind, every pocket, side strap and compartment was thoughtfully created to travel with ease...and style.Cotton.Import.Item M7900.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/meri-meritrade-bunny-backpack/BU049,Meri Meri™ bunny backpack,BU049,"Stationery and party-supply label Meri Meri was started by Meredithe Stuart-Smith at her kitchen table with some paper, a pair of scissors and a whole lot of glitter - something we can relate to. This drawstring bag comes spring-ified with bunny-inspired embellishments and sweet fabrics from Liberty (the iconic British print house known for its mood-boosting florals since 1875).Cotton shell and lining.Import.Select stores.Item BU049.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/bags/state-bags-kane-kids-backpack/N5438,STATE Bags Kane kids' backpack,N5438,"Product description provided by our selling partners.These packs do good: For every bag this Brooklyn-based label sells, they donate another to a local child in need (aka #givebackpack). Each one is refreshingly simple and crafted from premium materials. Our signature backpack for the kids or the kid at heart.Recycled polyester.Spot clean.Import.Online only.Item N5438.",$90.00,Yes
https://www.jcrew.com/p/girls/categories/accessories/bags/state-bags-rocket-charms/N5411,STATE Bags Rocket charms,N5411,"Product description provided by our selling partners.For every bag this Brooklyn-based label sells, they donate another to a local child in need (aka #givebackpack). Each one is refreshingly simple and crafted from premium materials. Velcro® charms to add just the right amount of...charm.Recycled polyester.Spot clean.Import.Online only.Item N5411.",$24.00,Yes
https://www.jcrew.com/p/girls/categories/accessories/bags/state-bags-rodgers-lunch-box/N5416,STATE Bags Rodgers lunch box,N5416,"Product description provided by our selling partners.These packs do good: For every bag this Brooklyn-based label sells, they donate another to a local child in need (aka #givebackpack). Each one is refreshingly simple and crafted from premium materials. Everything you love about our backpacks. Miniaturized. For every STATE product purchased, we'll support American children and families in need...in the way they need it most. #GiveBackPack.Recycled polyester.Spot clean.Import.Online only.Item N5416.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/cold-weather/girls-fur-hat-in-colorblock/K2784,Girls' fur hat in colorblock,K2784,A knit cap covered in bright faux-fur is a fun winter must. Bonus: We made a matching scarf and mittens.Poly faux-fur.Nylon/lambswool lining.Hand wash.Import.Item K2784.,OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/cold-weather/girls-knit-glittens/H3351,Girls' knit glittens,H3351,Fingerless gloves + button-back mitten tops = cozy handwarmers she'll never have to take off.Viscose/nylon/merino wool/alpaca.Hand wash.Import.Item H3351.,OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/cold-weather/kids-pom-pm-beanie-in-stars-and-stripes/BB186,Kids' pom-pm beanie in stars and stripes,BB186,"The easiest way to look cool and stay warm? This cozy, wool-blend beanie in navy and white stripes, with metallic star details. And don't forget the fun faux-fur pom-pom! Bonus: We made gloves for the cutest matching set!Cotton/nylon/merino wool.Hand wash.Import.Select stores.Item BB186.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/facemasks/kids-pack-of-three-knit-nonmedical-face-masks/AW588,Kids' pack-of-three knit nonmedical face masks,AW588,"In response to the CDC recommendation that people wear cloth face coverings in public, we made nonmedical, reusable masks (in sets of three) from our signature fabrics, with a subtle ruffle trim. With a contoured design for a better fit, each mask is double-layered and has elastic ear loops, as well as an opening for a removable filter (not included). Together, J.Crew and Madewell have also made a donation to supply 75,000 single-use masks to Montefiore Health System hospitals in New York. If you're looking for another way to help the communities most impacted by the crisis, we're proud to support the DonorsChoose Keep Kids Learning program, which provides books, basic supplies and more learning materials to teachers serving high-need communities and their students at home. Learn more at donorschoose.org/coronavirus.For hygienic reasons, this set is final sale and cannot be returned or exchanged.Per the CDC's guidelines, masks should NOT be worn by children under the age of 2 or anyone who has trouble breathing, is unconscious, incapacitated or otherwise unable to remove the mask without assistance.Cotton.Machine wash.Import.Item AW588.",$9.99,Yes
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/bling2o-girls-multicolor-stones-ski-mask/N1585,Bling2o® girls' multicolor stones ski mask,N1585,"Product description provided by our selling partners.Bling2o is a catalyst for unlocking the most colorful of imaginations. We create the world's most extraordinary aquatic wear, fashionable swim goggles and accessories that stand out to wear with confidence. Snowflakes falling from the sky, shimmering in colors, sparkle as such in our Multicolor Stones Ski Mask. This ski mask features a glacier-hued frame with sparkling rhinestones and is finished with a reflective lens that shines elegantly like morning sunrise.Silicone.Reflective lens.Spot clean.Import.Online only.Item N1585.",$64.95,Yes
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/girls-mad-emoji-face-iron-on-critter-patch/H1140,Girls' mad emoji face iron-on critter patch,H1140,"The easiest way to add personality to their clothes? Critter-ize them! These iron-on patches are the coolest accessories ever and feature all of our favorite emojis (like this adorable ""angry"" face).Poly.Import.Item H1140.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/girls-watchitude-slap-bracelet-watch/AI030,Girls' Watchitude slap bracelet watch,AI030,"Part nostalgic slap bracelet, part watch, all cute. When it's this fun to tell time, she'll want to wear her watch every day.Zinc alloy cases with glass crystal with quartz movements.Silicone bands.Spot clean.Import.Select stores.Item AI030.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/melange-collection-crocodile-ornament/N1378,Melange Collection crocodile ornament,N1378,"Product description provided by our selling partners.Melange Collection is a handmade brand that specializes in heirloom-quality holiday décor. This fun crocodile ornament is made in Guatemala of durable glass beads. Ornaments are made by a women's cooperative in a small village on the shores of Lake Atitlán in Guatemala. The women work in small groups to produce these designs. The glass beads are placed in a multicolored pile upon a flat surface in front of each woman, and are picked up on needles held between each one's thumb and index finger in a process so quick and precise that it seems like sleight of hand. As beads accrue, the sculpture emerges. Beaders must learn to weave or sculpt each new design separately, and to achieve the uniformity necessary, they must memorize hundreds of steps for each figure.Glass beads, plastic.Spot clean.Import.Online only.Item N1378.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/melange-collection-panda-ornament/N1373,Melange Collection panda ornament,N1373,"Product description provided by our selling partners.Melange Collection is a handmade brand that specializes in heirloom-quality holiday décor. This fun panda ornament is made in Guatemala of durable glass beads. Ornaments are made by a women's cooperative in a small village on the shores of Lake Atitlán in Guatemala. The women work in small groups to produce these designs. The glass beads are placed in a multicolored pile upon a flat surface in front of each woman, and are picked up on needles held between each one's thumb and index finger in a process so quick and precise that it seems like sleight of hand. As beads accrue, the sculpture emerges. Beaders must learn to weave or sculpt each new design separately, and to achieve the uniformity necessary, they must memorize hundreds of steps for each figure.Glass beads, plastic.Spot clean.Import.Online only.Item N1373.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/melange-collection-turtle-ornament/N1383,Melange Collection turtle ornament,N1383,"Product description provided by our selling partners.Melange Collection is a handmade brand that specializes in heirloom-quality holiday décor. This fun turtle ornament is made in Guatemala of durable glass beads. Ornaments are made by a women's cooperative in a small village on the shores of Lake Atitlán in Guatemala. The women work in small groups to produce these designs. The glass beads are placed in a multicolored pile upon a flat surface in front of each woman, and are picked up on needles held between each one's thumb and index finger in a process so quick and precise that it seems like sleight of hand. As beads accrue, the sculpture emerges. Beaders must learn to weave or sculpt each new design separately, and to achieve the uniformity necessary, they must memorize hundreds of steps for each figure.Glass beads, plastic.Spot clean.Import.Online only.Item N1383.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/meri-meritm-superhero-costume/BR743,Meri Meri™ superhero costume,BR743,"Stationery and party-supply label Meri Meri was started by Meredithe Stuart-Smith at her kitchen table with some paper, a pair of scissors and a whole lot of glitter—something we can relate to. For adventures big and small, they'll love this superhero set made from colorful tulle and metallic faux leather.Lamé cape.Leatherette, felt, elastic mask with hook-and-loop closure.Import.Online only.Item BR743.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/nailmatic-kids-fairy-tale-nail-polish-and-lip-gloss-set/M9294,nailmatic® kids' fairy tale nail polish and lip gloss set,M9294,"Product description provided by our selling partners.Nailmatic kids' line is a lovely array of vegan, cruelty-free, made-in-France, water-based nail polish colors (no remover needed!) and sets, as well as natural kids' lip glosses made from apricot kernel oil. Nailmatic has formulated and designed products especially for kids to play with in total safety! Fairy tale set includes one nail polish and one peach-scented lip gloss. Save the packaging for a fun arts-and-crafts activity—color it in with the nail polish! Kids can make a mess; our products wash off everything!Guaranteed free of phthalates, formaldehyde, toluene and fragrance.Dermatologically tested.Cruelty-free.Non-staining.Easy to apply and remove; washes off in warm, soapy water.Made in France.Online only.Item M9294.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/nailmatic-kids-mermaid-nail-polish-set/M9289,nailmatic® kids' mermaid nail polish set,M9289,"Product description provided by our selling partners.Nailmatic kids' line is a lovely array of vegan, cruelty-free, made-in-France, water-based nail polish colors (no remover needed!) and sets, as well as natural kids' lip glosses made from apricot kernel oil. Nailmatic has formulated and designed products especially for kids to play with in total safety! Set includes three mermaid-inspired nail polishes. Save the packaging for a fun arts-and-crafts activity—color it in with the nail polish! Kids can make a mess; our products wash off everything!Guaranteed free of phthalates, formaldehyde, toluene and fragrance.Dermatologically tested.Cruelty-free.Non-staining.Easy to apply and remove; washes off in warm, soapy water.Made in France.Online only.Item M9289.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/nailmatic-nail-polish-trio/BC025,Nailmatic® nail polish trio,BC025,"Ready for an at-home spa day? Nailmatic's cute and colorful polishes are designed especially for kids. They're water based, supereasy to apply and best of all? They come right off with warm soapy water or in the bath.Super polish ingredients: aqua (water), sodium styrene/acrylates copolymer, ppg-3 methyl ether, polybutylene terephthalate, phenoxyethanol, acrylates copolymer, disiloxane, sodium bicarbonate, hectorite, sodium dehydroacetate, ethylene/va copolymer, peg-12 dimethicone, propylene glycol, ppg-2 methyl ether, peg-150/decyl alcohol/smdi copolymer, potassium sulfate, sodium hydroxide, ethylhexylglycerin, t-butyl alcohol, isooctanol, tocopherol.Bella ingredients: aqua (water), sodium styrene/acrylates copolymer, ppg-3 methyl ether, phenoxyethanol, peg-40 castor oil, disiloxane, sodium bicarbonate, hectorite, sodium dehydroacetate, peg-12 dimethicone, propylene glycol, ppg-2 methyl ether, peg-150/decyl alcohol/smdi copolymer, ethylhexylglycerin, potassium sulfate, sodium hydroxide, bentonite, ppg-30 butyl ether, aminomethyl propanol, t-butyl alcohol, isooctanol, silica dimethyl silylate, tocopherol, ci 77891 (titanium dioxide), ci 73360 (red 30 lake).Sheepy ingredients: aqua (water), sodium styItem BC025.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/fun-finds/seedling-ill-write-you-postcard-set/G6995,"Seedling ""I'll write you!"" postcard set",G6995,"New Zealand-based Seedling has a motto we can really get behind: Plant ideas, grow minds. Its imagination-spurring kits help kids explore a range of interests and encourage creativity. Best of all, they're really fun to play with. This one gives them everything they need to make their own one-of-a-kind postcards—perfect for keeping Mom and Dad in the loop while they're having a blast at camp.6 postcards, 6 colored pencils.Import.Select stores.Item G6995.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/girls-double-pom-pom-beanie-in-fair-isle/BC926,Girls' double-pom-pom beanie in Fair Isle,BC926,"What's better than one pom-pom on a beanie? Two pom-poms on a beanie! Plus, we made matching gloves and a snood.Cotton/nylon/merino wool.Machine wash.Import.Online only.Item BC926.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/girlsapos-cherry-fair-isle-beanie/BM620,Girls' cherry Fair Isle beanie,BM620,"Not only does this wool-blend beanie match with their newest printed sweaters, but Mom's too! Let the cozy coordination begin. . .Nylon/wool.Machine wash.Import.Select stores.Item BM620.",$19.99,Yes
https://www.jcrew.com/p/girls/categories/accessories/girlsapos-leopard-print-beanie/BM615,Girls' leopard-print beanie,BM615,This leopard-print beanie will keep her purr-fectly toasty throughout the season. Detail we love: the shiny flecks of metallic thread!Cotton/nylon/wool.Machine wash.Import.Select stores.Item BM615.,$31.99,Yes
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-beaded-headband/E6652,Girls' beaded headband,E6652,"A pretty (and practical) finishing touch that makes every outfit shine, even jeans and a tee.Cotton, steel, acrylic, brass.Import.This item is not a toy and is not intended for use by children under three years of age.Item E6652.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-double-flower-headband/G3840,Girls' double flower headband,G3840,"An easy headband that's covered in two fluffy flowers (with sparkly centers!) is the cutest way to keep her hair off her face during four-square games, ice-cream runs and all the birthday parties on the calendar.Poly, cotton.Steel frame.Import.Item G3840.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-giant-bow-headband/F0249,Girls' giant bow headband,F0249,"When it comes to bows on headbands, the bigger the better.Cotton, steel.Import.This item is not a toy and is not intended for use by children under three years of age.Item F0249.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-glitter-bow-headband/H3311,Girls' glitter bow headband,H3311,"This pretty, glittery headband is the cutest (and easiest) way to keep her hair out of her eyes.Glittered poly, cotton, steel.Import.Item H3311.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-lele-sadoughi-x-crewcuts-knot-headband-in-ivory-velvet-with-pearls/AL472,Girls' Lele Sadoughi X crewcuts knot headband in ivory velvet with pearls,AL472,"We partnered with NYC-based accessories designer Lele Sadoughi on an exclusive collection of fun, embellished headbands, featuring prints from our holiday collection. (PS:  We made some for Mom too!) This knot headband, in pearl-dotted velvet, is a festive finishing touch for any outfit (not to mention the most adorable way to keep wispy hair at bay).Poly, acrylic pearls.Import.Item AL472.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-lele-sadoughi-x-crewcuts-knot-headband-in-stewart-tartan-with-gold-details/AJ725,Girls' Lele Sadoughi X crewcuts knot headband in Stewart tartan with gold details,AJ725,"We partnered with NYC-based accessories designer Lele Sadoughi on an exclusive collection of fun, embellished headbands, featuring prints from our holiday collection. (PS:  We made some for Mom too!) This knot headband, in Stewart tartan adorned with tiny gold embellishments, is a festive finishing touch for any outfit (not to mention the most adorable way to keep wispy hair at bay). PS:  This plaid is our favorite print of the season—look for it in styles for the whole family.Poly, gold studs.Import.Item AJ725.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-party-hat-headband/H8413,Girls' party hat headband,H8413,"She can party like it's her birthday with this adorable headband.Glittered cotton, poly, cotton, steel.Spot clean.Import.Item H8413.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-rainbow-hair-clips/J3815,Girls' rainbow hair clips,J3815,"These colorful hair clips are just the thing for parties, the playground...pretty much anywhere she's headed. (And, of course, they're perfect for keeping her bangs out of her eyes.)Steel clips, enamel rainbows.Import.This item is not a toy and is not intended for use by children under three years of age.Item J3815.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-spiral-ponytail-holder-three-pack/J7710,Girls' spiral ponytail holder three-pack,J7710,"These bright, snag-free ponytail holders are the perfect way to add a little color to her favorite late-for-school 'do.Thermoplastic polyurethane.Import.Item J7710.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-tinsel-pom-pom-hair-elastics-duo/BD130,Girls' tinsel pom-pom hair elastics duo,BD130,"'Tis the season...for festive hair accessories! Case in point: these tinsel pom-pom hair elastics for extra-fun ponytails and pigtails.Metallic fibers, viscose, rubber.Spot clean.Import.Online only.Item BD130.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/girls-topknot-headband-in-liberty-floral/G4299,Girls' topknot headband in Liberty® floral,G4299,"How'd we make this special headband even special-er? By adding an aquatic floral print from Liberty Art Fabrics and making it super-duper bright.Cotton, steel frame.Import.Item G4299.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/hair-clips/girls-big-bow-hair-clip/AS608,Girls' big bow hair clip,AS608,"When it doubt, add a hair clip! We love this oversized bow that will make any ponytail or hairdo look exactly 57 percent cuter.Poly/steel.Spot clean.Import.This item is not a toy and is not intended for use by children under three years of age.Select stores.Item AS608.",OUT OF STOCK,No
https://www.jcrew.com/p/girls/categories/accessories/hair-accessories/hair-clips/girls-clip-pack/BK190,Girls' clip pack,BK190,Bad hair days? Never heard of 'em. Add these cute clips to make any do extra-cute.Acetate.Spot clean.Import.Item BK190.,OUT OF STOCK,No
